f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,class
910.57,1849.8,129.87,2717.0,4609.6,5862.4,2198.9,0.19589,0.1593,0.2463,0.34379,0.33889,0.2754,0.059564,0.16797,0.67019,0.26098,0.072396,0.099068,0.14272,0.068003,0.033921,0.034272,0.079804,0.16731,0.39421,0.68577,0.51916,0.25799,0.12794,0.065498,0.04837,0.035898,1
945.35,1889.5,2840.5,127.26,3788.8,4740.6,1740.3,0.065329,0.056618,0.06729,0.30281,0.13664,0.29365,0.030194,0.045246,0.50647,0.2947,0.03757,0.036809,0.23353,0.042111,0.06106,0.018671,0.024765,0.039999,0.1426,0.56683,0.59755,0.29246,0.092093,0.035522,0.027143,0.026762,5
687.28,1341.2,86.992,1982.3,2107.8,2586.1,944.13,0.2057,0.45466,0.36949,0.34933,0.16408,0.49047,0.32832,0.1568,0.19247,0.10545,0.060588,0.12272,0.32808,0.53401,0.45869,0.31165,0.1715,0.098085,0.055937,0.054482,0.073494,0.073778,0.042898,0.03288,0.031289,0.03015,4
991.05,1982.7,131.77,301.71,2971.4,645.81,1099.5,0.085034,0.080179,0.071361,0.25868,0.047522,0.25338,0.044504,0.042793,0.056394,0.27256,0.044364,0.025889,0.037285,0.061384,0.029087,0.026346,0.022163,0.020305,0.021658,0.037935,0.16898,0.26414,0.13245,0.033566,0.020242,0.018045,3
870.08,1729.2,84.154,2580.9,3443.6,4316.0,1589.4,0.071052,0.055127,0.15444,0.074389,0.31522,0.056436,0.040085,0.21834,0.28988,0.05164,0.041746,0.16205,0.0446,0.027294,0.019933,0.037987,0.073417,0.25182,0.45798,0.28735,0.12829,0.047768,0.034045,0.021904,0.037185,0.019421,5
696.44,1378.7,2074.4,38.038,2764.9,3486.3,1290.6,0.05078,0.1622,0.078104,0.28828,0.026374,0.26693,0.29627,0.038196,0.1966,0.068155,0.022653,0.02341,0.056817,0.33421,0.48,0.29441,0.1049,0.039666,0.02832,0.077057,0.019116,0.061533,0.093833,0.020313,0.036289,0.023682,1
1379.7,690.22,2067.5,2759.3,4134.4,49.076,1476.6,0.025723,0.30433,0.048186,0.32692,0.017465,0.63994,0.33298,0.023591,0.69102,0.12373,0.014815,0.014285,0.041517,0.79294,0.96221,0.33162,0.065398,0.032536,0.024734,0.071347,0.011632,0.1298,0.11807,0.012852,0.030443,0.017871,1
1035.6,519.42,1550.3,2032.2,3066.7,48.133,1089.3,0.30605,0.27283,0.13662,0.83404,0.33011,0.60175,0.35179,0.031687,0.10359,1.1602,1.0925,0.3249,0.15165,0.1948,0.034813,0.24432,0.18241,0.048412,0.072035,0.036145,0.1575,0.83705,1.0565,0.69652,0.19401,0.06868,0
124.72,212.77,989.37,343.93,470.77,1936.2,686.58,0.70853,0.49709,0.3443,0.57309,0.25173,0.34667,0.18784,0.13897,0.19605,0.35128,0.15609,0.069544,0.095316,0.075205,0.063934,0.061837,0.048536,0.049043,0.055554,0.13467,0.2701,0.28155,0.20813,0.10376,0.050536,0.035538,3
1336.3,691.68,43.561,2663.8,166.6,4002.2,1561.6,0.14161,0.32908,0.25546,0.36452,0.14744,0.82914,0.34579,0.22285,0.45218,0.072911,0.066452,0.11625,0.28365,0.89371,0.5691,0.3352,0.19566,0.13363,0.11768,0.039156,0.054988,0.057201,0.034862,0.053076,0.035424,0.037483,2
740.35,1501.0,2236.0,124.62,2969.6,3746.1,1365.3,0.054372,0.071135,0.12907,0.32031,0.047601,0.052391,0.46321,0.11171,0.033895,0.17137,0.048125,0.022089,0.025086,0.048628,0.19068,0.48247,0.28454,0.1077,0.037227,0.024322,0.023432,0.021163,0.020697,0.044427,0.034195,0.017615,1
1255.5,647.37,124.13,1851.5,2538.2,1935.8,894.58,0.21848,0.30017,0.2343,0.1489,0.17939,0.2092,0.12653,0.21297,0.10071,0.050888,0.076422,0.1664,0.37201,0.21202,0.15402,0.091394,0.059211,0.067262,0.032285,0.065815,0.047059,0.031741,0.02707,0.022228,0.033681,0.047871,4
1463.0,730.13,2936.7,132.51,2200.9,1632.6,1003.5,0.058007,0.085161,0.07383,0.16357,0.03972,0.065613,0.31393,0.045541,0.066412,0.18797,0.067385,0.026036,0.032105,0.063362,0.30803,0.3188,0.094923,0.036861,0.027114,0.027921,0.05886,0.026618,0.02099,0.050002,0.022964,0.01868,1
559.71,1116.4,1677.7,2229.7,39.152,2752.8,1023.1,0.23119,0.34606,0.53,0.22934,0.91067,0.18799,0.4764,0.19714,0.061268,0.2165,1.0173,0.92922,0.51982,0.19846,0.086145,0.062697,0.084826,0.18303,0.058253,0.053998,0.042142,0.043673,0.12897,0.45916,0.48653,0.26603,0
88.936,905.51,256.33,394.57,1765.9,734.49,607.07,0.54603,0.51086,0.43438,0.32017,0.34452,0.22737,0.22275,0.2661,0.31642,0.15725,0.15369,0.20224,0.13519,0.14436,0.12703,0.13379,0.13292,0.16461,0.27523,0.24383,0.17905,0.10462,0.090794,0.08723,0.080212,0.08189,3
949.45,1895.8,126.2,2837.7,2930.2,3786.2,1366.5,0.16128,0.13304,0.14422,0.55813,0.24669,0.54703,0.090758,0.09682,0.67868,0.59379,0.12705,0.055891,0.3211,0.10458,0.060423,0.031425,0.0337,0.068318,0.23995,0.75197,1.0678,0.59181,0.29904,0.11782,0.056705,0.034382,5
1732.4,866.19,2627.0,3498.3,78.959,5253.4,1874.3,0.04016,0.026849,0.16741,0.026656,0.30358,0.025246,0.016113,0.27821,0.25091,0.025243,0.033756,0.28034,0.021145,0.023685,0.015141,0.015452,0.041216,0.28333,0.62246,0.24988,0.07573,0.02438,0.017168,0.018133,0.032636,0.026619,5
434.34,897.27,1335.1,1760.3,2191.5,89.933,798.15,0.41929,0.36358,0.33725,0.37051,0.29584,0.20451,0.099477,0.36014,0.70752,0.3565,0.18311,0.13855,0.071037,0.15148,0.08116,0.051797,0.045732,0.11754,0.35172,0.29261,0.15294,0.066872,0.04229,0.06262,0.038392,0.031741,0
130.09,387.09,732.57,903.22,1032.9,1548.7,499.7,1.3707,1.2262,1.1556,0.99108,0.64947,0.68516,0.90698,0.78484,0.6832,0.61521,0.54663,0.42871,0.31844,0.32037,0.40766,0.52349,0.40709,0.30513,0.29162,0.26147,0.21983,0.22629,0.23339,0.2448,0.25317,0.22174,2
1251.8,634.31,2511.1,1889.7,3780.2,3144.3,1177.5,0.055924,0.40217,0.37061,0.039347,0.16656,0.46635,0.042958,1.0507,0.098989,0.019024,0.027842,0.16355,1.6731,0.46192,0.1382,0.035246,0.02645,0.21039,0.017123,0.1213,0.057903,0.018107,0.035016,0.024744,0.024252,0.056652,4
691.8,1389.4,2104.2,2804.0,3491.0,4222.7,1318.1,0.030231,0.37587,0.13699,0.45258,0.050903,0.5152,0.49484,0.050095,0.46723,0.095388,0.046965,0.042217,0.11404,0.55893,1.1658,0.49956,0.13226,0.049329,0.03714,0.10816,0.027962,0.052715,0.12048,0.041484,0.030699,0.024281,1
904.12,1807.3,48.728,2753.0,3654.0,4567.2,1699.3,0.051714,0.033994,0.095397,0.096662,0.24121,0.094881,0.027784,0.099755,0.4146,0.093849,0.026652,0.13254,0.051616,0.045202,0.020107,0.026875,0.029615,0.095946,0.36221,0.43431,0.24203,0.093248,0.028209,0.023838,0.028046,0.026379,5
1336.3,691.68,43.561,2663.8,166.6,4002.2,1561.6,0.14161,0.32908,0.25546,0.36452,0.14744,0.82914,0.34579,0.22285,0.45218,0.072911,0.066452,0.11625,0.28365,0.89371,0.5691,0.3352,0.19566,0.13363,0.11768,0.039156,0.054988,0.057201,0.034862,0.053076,0.035424,0.037483,2
1594.9,808.96,2410.7,3198.5,52.565,168.22,1262.7,0.10392,0.075793,0.42135,0.15529,0.19783,0.039235,0.16174,0.42168,0.071218,0.063698,0.31171,0.084993,0.025557,0.026565,0.042911,0.15818,1.0127,0.41947,0.17556,0.061209,0.031214,0.027721,0.088747,0.01999,0.021073,0.095263,1
772.99,1550.4,3099.1,2325.2,83.274,4643.2,1651.9,0.015911,0.01774,0.25598,0.30861,0.040946,0.014116,0.50208,0.25995,0.017349,0.20473,0.0524,0.053165,0.0088436,0.012772,0.043157,0.59304,0.72464,0.2596,0.039529,0.015053,0.013915,0.054983,0.016766,0.010441,0.057783,0.051246,1
1038.9,2109.9,2027.1,88.804,3182.3,3009.8,1179.6,0.17512,0.13331,0.092605,0.26438,0.085855,0.24405,0.15044,0.042257,0.042983,0.32549,0.34121,0.048763,0.024551,0.12926,0.11988,0.035388,0.043947,0.022195,0.024463,0.025622,0.090966,0.32736,0.55141,0.3356,0.12715,0.044189,5
1382.4,692.19,2766.3,2075.7,4170.5,3450.8,1298.2,0.016191,0.099331,0.021627,0.12978,0.0149,0.26865,0.13307,0.017907,0.41231,0.031972,0.015065,0.013591,0.021041,0.29255,0.46303,0.13114,0.020781,0.0167,0.012324,0.049332,0.01389,0.027913,0.042266,0.012437,0.018931,0.014711,4
983.63,1972.0,131.86,2926.6,3915.8,4829.8,1777.1,0.14757,0.12856,0.10472,0.43145,0.094169,0.41975,0.063951,0.042545,0.14247,0.45961,0.077646,0.032494,0.11043,0.10512,0.065704,0.025429,0.02684,0.026238,0.044931,0.13993,0.57705,0.45772,0.19771,0.072437,0.038074,0.029637,5
523.55,1071.9,1628.6,84.896,2147.3,169.73,830.32,0.26156,0.24632,0.17258,0.28687,0.38708,0.10418,0.19594,0.056574,0.047649,0.27691,0.79339,0.3775,0.13903,0.047112,0.059295,0.030244,0.079073,0.053438,0.038497,0.025396,0.022598,0.088251,0.31096,0.36041,0.18274,0.056285,0
777.06,1555.9,2366.7,88.772,3141.3,3918.8,1446.4,0.23354,0.24744,0.97509,0.81994,0.43937,0.15143,0.99055,0.93529,0.12342,0.27123,0.2568,0.15575,0.056455,0.1036,0.27073,1.0453,1.5459,0.9028,0.36209,0.09598,0.1033,0.067031,0.084949,0.060321,0.10122,0.13217,1
740.05,89.729,1560.2,2363.9,4702.5,1892.4,1600.4,0.18491,0.15584,0.22521,0.19425,0.11369,0.056223,0.18484,0.1243,0.076855,0.065743,0.058941,0.049208,0.039883,0.044131,0.088532,0.1834,0.23989,0.11887,0.096721,0.073612,0.048445,0.027909,0.029616,0.022514,0.027231,0.04869,1
1989.2,994.95,2981.3,123.43,3966.8,5981.3,2121.2,0.062351,0.060596,0.04561,0.16515,0.042794,0.15902,0.040775,0.022735,0.042831,0.38355,0.06136,0.028761,0.036002,0.24161,0.026614,0.032146,0.017711,0.022369,0.027775,0.043008,0.22911,0.39487,0.14109,0.059555,0.039263,0.02362,3
781.12,1591.5,89.294,2413.6,3147.1,4613.1,1646.3,0.17413,0.17958,0.41825,0.27564,0.31957,0.10928,0.30986,0.41624,0.20135,0.12338,0.1736,0.064775,0.050561,0.080437,0.16,0.32742,0.66159,0.42636,0.31516,0.18899,0.11231,0.059841,0.059739,0.032638,0.04866,0.060404,1
1243.2,639.23,2458.7,1854.1,3092.6,3702.0,1147.5,0.079653,0.45372,0.35621,0.089584,0.20908,0.46699,0.12905,0.73038,0.11035,0.039163,0.070384,0.23238,1.0928,0.46345,0.19182,0.11909,0.081775,0.052552,0.046351,0.11928,0.057261,0.069871,0.040919,0.046471,0.0723,0.13693,2
1335.4,681.2,2018.9,40.459,4010.0,2672.9,1432.3,0.051148,0.25465,0.09879,0.13628,0.040339,0.71839,0.1342,0.075481,0.30703,0.16937,0.025514,0.038865,0.15048,0.8875,0.32997,0.13266,0.046761,0.029187,0.043214,0.023993,0.049976,0.17339,0.032755,0.032224,0.023404,0.021668,2
1045.1,2111.7,88.623,3146.5,4176.7,688.02,1565.8,0.048062,0.040504,0.032841,0.10696,0.040773,0.10382,0.1025,0.020772,0.022885,0.1174,0.26715,0.037084,0.01697,0.0381,0.061658,0.022547,0.022749,0.017568,0.017779,0.02242,0.029622,0.12211,0.34772,0.26492,0.096265,0.033859,3
824.25,1672.1,129.37,3315.7,1513.9,2494.1,1140.2,0.096242,0.11057,0.36659,0.11252,0.30723,0.080906,0.10525,0.43636,0.14536,0.083972,0.13305,0.05707,0.038078,0.030868,0.04657,0.092849,0.24261,0.45223,0.31244,0.13938,0.067751,0.058402,0.033816,0.049891,0.022584,0.03164,1
2245.6,1123.1,78.069,3399.6,4484.2,253.35,1770.6,0.10688,0.06328,0.056976,0.059101,0.25179,0.054668,0.33351,0.059443,0.038156,0.05196,0.42995,0.26689,0.054513,0.035061,0.077788,0.43923,0.036602,0.057813,0.029249,0.027355,0.035132,0.044894,0.063678,0.44289,0.75173,0.26041,3
1859.6,943.49,3745.6,2804.0,123.95,4649.8,1709.8,0.030502,0.033026,0.036707,0.108,0.062285,0.10928,0.020198,0.032676,0.54722,0.10712,0.023689,0.039306,0.35501,0.025978,0.028169,0.019124,0.021418,0.031707,0.08403,0.63684,0.27701,0.10677,0.032752,0.024313,0.030455,0.021138,5
1329.8,679.83,2012.2,127.25,2679.2,3323.9,1212.0,0.060662,0.14025,0.077137,0.06411,0.028711,0.31422,0.054805,0.051256,0.11483,0.067885,0.020182,0.026971,0.077546,0.37572,0.11857,0.053143,0.026477,0.024534,0.037606,0.019705,0.030303,0.066053,0.020391,0.031965,0.020298,0.019027,4
133.75,344.5,901.5,776.52,1769.0,516.9,576.19,0.68371,0.61717,0.63311,0.4008,0.3731,0.22651,0.29419,0.29829,0.28212,0.14586,0.19058,0.19797,0.14562,0.11768,0.13495,0.14093,0.16935,0.17656,0.21864,0.22146,0.14248,0.089652,0.10769,0.10474,0.083405,0.064729,5
684.81,1343.6,44.196,2026.7,2750.2,3403.1,1265.6,0.058123,0.50078,0.15871,0.34872,0.034255,0.67636,0.34645,0.037882,0.19141,0.06898,0.01864,0.029519,0.15365,0.7526,0.75304,0.34396,0.052235,0.033041,0.025667,0.035786,0.022752,0.065542,0.033455,0.017709,0.019671,0.016236,1
636.79,1260.2,1898.7,78.076,2536.1,3176.6,1167.1,0.081345,0.37949,0.30517,0.038882,0.078645,0.37378,0.031877,0.15142,0.056946,0.021152,0.02513,0.07563,0.52473,0.37391,0.12956,0.028264,0.026915,0.058523,0.017442,0.0531,0.062379,0.016971,0.044727,0.02655,0.016554,0.020787,2
81.174,2027.8,1033.1,3052.4,4001.6,468.44,1534.9,0.45067,0.24662,0.14332,0.19306,0.11475,0.13748,0.099668,0.056392,0.081566,0.31044,0.12032,0.053164,0.053784,0.21462,0.062358,0.079496,0.033313,0.034736,0.045591,0.073984,0.12968,0.36467,0.2296,0.1162,0.071881,0.044103,3
1039.8,553.2,49.645,1630.2,2060.4,209.16,802.06,0.32283,0.32653,0.32731,0.49222,0.49252,0.41568,0.27516,0.12516,0.12976,0.54955,0.93164,0.46416,0.27519,0.19406,0.072015,0.1263,0.12782,0.099822,0.048874,0.085602,0.11956,0.34648,0.58528,0.47022,0.16453,0.087268,0
1032.4,131.94,2107.9,3143.5,337.24,4133.6,1603.5,0.32415,0.25769,0.23782,0.39699,0.21997,0.32174,0.24432,0.099602,0.13391,0.31532,0.29926,0.13665,0.078799,0.086599,0.10367,0.081498,0.067623,0.046902,0.069289,0.12296,0.2101,0.34399,0.38356,0.29779,0.20806,0.12418,3
88.936,905.51,256.33,394.57,1765.9,734.49,607.07,0.54603,0.51086,0.43438,0.32017,0.34452,0.22737,0.22275,0.2661,0.31642,0.15725,0.15369,0.20224,0.13519,0.14436,0.12703,0.13379,0.13292,0.16461,0.27523,0.24383,0.17905,0.10462,0.090794,0.08723,0.080212,0.08189,3
681.47,1335.5,2017.0,2666.2,132.01,3356.5,1217.1,0.10341,0.43489,0.21067,0.22271,0.076301,0.70176,0.21936,0.13553,0.21925,0.20738,0.029783,0.053822,0.25421,0.89111,0.49548,0.19655,0.10598,0.066971,0.088635,0.037208,0.076727,0.20331,0.051346,0.042997,0.042555,0.027867,4
83.111,1413.4,688.86,2108.0,2840.6,4608.2,1627.7,0.34911,0.37321,0.18832,0.20623,0.08735,0.27477,0.19873,0.073614,0.23978,0.05966,0.030998,0.050277,0.098233,0.27992,0.47834,0.19108,0.10233,0.061456,0.04454,0.041475,0.029152,0.030977,0.067485,0.025144,0.032198,0.02974,1
1370.8,685.49,2744.6,2063.3,44.406,3409.8,1266.7,0.027978,0.075069,0.030907,0.054921,0.022046,0.25204,0.056238,0.02448,0.25517,0.030196,0.021583,0.023626,0.033107,0.2945,0.19197,0.055403,0.020977,0.02469,0.027486,0.026288,0.015691,0.030177,0.022278,0.019226,0.023099,0.022649,4
909.93,1847.6,2759.8,47.309,3662.8,4641.9,1718.4,0.050974,0.034885,0.055756,0.12301,0.18917,0.12098,0.025384,0.044595,0.52153,0.12012,0.028964,0.054694,0.12075,0.067691,0.02735,0.022251,0.025724,0.042155,0.25195,0.58899,0.30853,0.116,0.043771,0.028034,0.037336,0.036212,5
644.16,1257.1,1896.6,2534.8,3186.2,128.29,1155.4,0.12808,0.75699,0.53815,0.15847,0.25875,0.85808,0.16879,0.53094,0.17699,0.059231,0.064936,0.25541,1.178,0.85979,0.40635,0.13436,0.1111,0.1149,0.06386,0.15712,0.15555,0.056561,0.085361,0.055646,0.047922,0.095298,4
1163.5,2324.5,3449.2,174.15,559.28,4607.1,1737.7,0.1607,0.12533,0.11625,0.10768,0.51383,0.084125,0.32118,0.15422,0.04547,0.04094,0.15439,0.57283,0.13886,0.036677,0.034136,0.15074,0.068655,0.060261,0.035473,0.018052,0.016447,0.022069,0.042538,0.14505,0.48424,0.57413,5
863.08,1726.8,2591.8,3452.5,4339.5,124.04,1588.6,0.031697,0.030501,0.2143,0.029951,0.36719,0.022997,0.020137,0.32649,0.24211,0.022018,0.035718,0.19218,0.052039,0.02021,0.011822,0.01843,0.040692,0.38307,0.55802,0.23962,0.057792,0.021208,0.022215,0.016617,0.063311,0.016391,5
1734.2,866.24,2623.2,3491.8,90.271,4349.3,1607.1,0.061518,0.046918,0.19602,0.046877,0.37024,0.03018,0.025881,0.35061,0.29837,0.024415,0.034518,0.49927,0.043273,0.0193,0.011769,0.020091,0.059992,0.3869,0.9021,0.29844,0.070958,0.023137,0.015474,0.01594,0.0463,0.028093,1
1325.3,651.98,2629.7,1971.3,3961.8,3307.4,1237.7,0.062948,0.27475,0.16339,0.081985,0.066489,0.9518,0.077094,0.17823,0.28743,0.044449,0.028603,0.05704,0.29996,0.98312,0.23169,0.065745,0.036593,0.036725,0.10513,0.029219,0.086908,0.037838,0.021885,0.038881,0.02605,0.027034,2
914.36,1848.7,2791.2,3700.5,43.511,4568.7,1706.7,0.074041,0.042235,0.12685,0.54374,0.74348,0.53821,0.032719,0.12387,2.5423,0.53794,0.033546,0.19109,0.40558,0.15734,0.03795,0.024459,0.034071,0.12176,0.9569,2.7656,1.8354,0.53576,0.080334,0.029255,0.047688,0.030885,5
1427.9,723.11,2148.6,2877.5,4302.0,3577.6,1340.2,0.024815,0.08774,0.035103,0.2141,0.01609,0.088416,0.24368,0.023695,0.12601,0.044673,0.03922,0.011189,0.017355,0.08989,0.5847,0.24371,0.093269,0.021366,0.024455,0.019454,0.021456,0.012711,0.062585,0.036862,0.010111,0.022549,4
131.75,1249.2,601.88,1806.1,2369.2,3101.3,1108.5,1.2117,1.2119,1.0062,0.89078,0.90608,0.70115,0.39396,0.53646,0.37294,0.29744,0.40436,0.68817,0.72486,0.56298,0.33412,0.25676,0.20514,0.14058,0.15613,0.11978,0.086753,0.10652,0.11441,0.1185,0.20799,0.33705,2
474.94,946.96,1420.6,1896.6,171.61,2366.6,841.57,0.29559,0.2863,0.11811,0.33248,0.12283,0.12837,0.076378,0.078173,0.32257,0.36039,0.20318,0.098217,0.089567,0.070453,0.10877,0.065365,0.044246,0.042288,0.054272,0.12581,0.1496,0.099398,0.064513,0.042716,0.040362,0.045,0
173.43,606.84,1248.8,1332.9,1118.0,1895.4,600.44,0.55619,0.50439,0.39463,0.33997,0.2988,0.29792,0.2136,0.16682,0.14324,0.11648,0.11845,0.093846,0.1355,0.10896,0.099989,0.078262,0.065884,0.063234,0.048287,0.053972,0.054771,0.050027,0.052629,0.054413,0.056722,0.051477,2
730.45,1453.3,2162.7,2892.9,3625.1,45.216,1341.5,0.041678,0.08077,0.047518,0.26916,0.021449,0.066829,0.33466,0.02924,0.057917,0.083637,0.08457,0.017831,0.018993,0.063387,0.47053,0.3364,0.15052,0.026354,0.026382,0.017464,0.043715,0.014213,0.046262,0.08432,0.016574,0.022884,4
1469.1,732.86,81.918,3007.2,2204.6,4518.9,1610.4,0.22622,0.25462,0.2657,0.45098,0.086593,0.15969,0.93637,0.1939,0.13648,0.52762,0.17291,0.024895,0.044733,0.14868,0.74334,1.0634,0.36485,0.18359,0.064712,0.03562,0.082008,0.08914,0.033533,0.16572,0.09054,0.021503,1
904.12,1807.3,48.728,2753.0,3654.0,4567.2,1699.3,0.051714,0.033994,0.095397,0.096662,0.24121,0.094881,0.027784,0.099755,0.4146,0.093849,0.026652,0.13254,0.051616,0.045202,0.020107,0.026875,0.029615,0.095946,0.36221,0.43431,0.24203,0.093248,0.028209,0.023838,0.028046,0.026379,5
869.32,1728.5,2588.4,3443.9,129.36,4305.6,1575.4,0.036799,0.036871,0.12738,0.047227,0.25826,0.039048,0.029744,0.14907,0.22709,0.034105,0.028185,0.07454,0.046091,0.025698,0.021652,0.030236,0.057653,0.17893,0.31739,0.22459,0.076629,0.031818,0.027077,0.02076,0.034047,0.018124,5
650.87,1327.5,1989.7,2664.4,3968.0,3311.5,1240.8,0.058359,0.76666,0.38577,0.22182,0.078086,1.1639,0.21297,0.11502,0.20209,0.1616,0.02021,0.072286,0.50955,1.354,0.59198,0.20779,0.054833,0.042842,0.1182,0.023753,0.10087,0.15737,0.029357,0.047259,0.023701,0.015691,4
1030.5,2027.4,3054.6,168.1,4007.5,2839.6,1409.4,0.079261,0.079106,0.073112,0.3243,0.083189,0.32286,0.087634,0.039239,0.10111,0.5646,0.24835,0.041761,0.049335,0.28781,0.05016,0.11338,0.032482,0.030312,0.044595,0.10673,0.24811,0.66647,0.47688,0.25055,0.076817,0.038286,3
554.33,1027.7,1547.0,81.282,2067.2,1986.8,798.62,0.48616,0.46811,0.37385,0.64444,0.4557,0.40979,0.25989,0.11669,0.29153,0.80021,0.59641,0.42904,0.28899,0.15753,0.087854,0.18277,0.1458,0.079365,0.046374,0.054747,0.1591,0.38676,0.40932,0.21872,0.095993,0.051408,0
1160.8,559.3,1728.8,2276.1,45.522,172.65,891.6,0.28465,0.33338,0.4104,0.2238,0.94546,0.1886,0.40852,0.19937,0.089067,0.1739,0.55683,1.0681,0.44028,0.17335,0.090138,0.13933,0.078496,0.10049,0.12552,0.060817,0.040938,0.036874,0.067298,0.19755,0.50499,0.5086,0
515.89,84.98,942.32,1465.8,1896.8,1634.2,699.97,0.84775,0.77943,0.68233,0.68439,0.66716,0.42905,0.44711,0.3624,0.77946,0.79675,0.63815,0.45675,0.32787,0.2213,0.25298,0.2531,0.15794,0.17701,0.25424,0.38377,0.41894,0.29445,0.22952,0.21976,0.14967,0.10259,0
555.91,1071.7,92.759,1632.4,2107.6,2626.5,956.2,0.58314,0.71543,0.6761,0.58191,0.88367,0.40276,0.28672,0.2208,0.25511,0.62022,1.08,0.84248,0.55083,0.2757,0.13785,0.13344,0.18016,0.14488,0.081257,0.080459,0.13814,0.23894,0.315,0.26029,0.173,0.10167,0
1845.0,910.93,2761.1,90.017,3698.0,5517.6,1968.1,0.076735,0.055774,0.041895,0.051153,0.062556,0.039344,0.022561,0.030756,0.45136,0.037667,0.022702,0.070634,0.15855,0.047918,0.024627,0.017659,0.019762,0.027476,0.10838,0.50837,0.097524,0.034618,0.025693,0.015347,0.01858,0.013834,3
910.72,469.82,1371.3,1809.8,2322.6,2760.1,862.14,0.81504,0.74857,0.30189,1.0286,0.61589,0.62631,0.079201,0.29306,1.9759,0.99637,0.40888,0.30904,0.12563,0.36274,0.21281,0.10655,0.090443,0.15142,0.67707,1.2207,0.85945,0.32298,0.099577,0.069226,0.097318,0.08848,0
1030.5,2027.4,3054.6,168.1,4007.5,2839.6,1409.4,0.079261,0.079106,0.073112,0.3243,0.083189,0.32286,0.087634,0.039239,0.10111,0.5646,0.24835,0.041761,0.049335,0.28781,0.05016,0.11338,0.032482,0.030312,0.044595,0.10673,0.24811,0.66647,0.47688,0.25055,0.076817,0.038286,3
2112.8,1066.1,3181.7,4230.7,89.986,6336.9,2259.1,0.030645,0.027858,0.021715,0.045274,0.023475,0.04226,0.055112,0.016122,0.017611,0.059732,0.1604,0.023044,0.016524,0.032727,0.19184,0.01811,0.028193,0.016037,0.014179,0.016138,0.018497,0.057809,0.45543,0.15726,0.056489,0.021862,5
915.0,1841.2,2752.3,258.07,170.8,3664.2,1411.3,0.060089,0.064854,0.055494,0.084112,0.10635,0.081389,0.024786,0.030852,0.2704,0.063302,0.020601,0.02803,0.033089,0.038375,0.01908,0.017654,0.017704,0.02457,0.091433,0.27834,0.19675,0.057578,0.023115,0.019133,0.019535,0.014155,5
682.07,1346.8,48.416,2022.9,2713.7,3367.5,1249.1,0.10564,0.31256,0.10372,0.16472,0.031878,0.46852,0.15204,0.036175,0.2073,0.056793,0.01513,0.022121,0.076118,0.52954,0.37795,0.14699,0.0374,0.04335,0.03084,0.018598,0.026411,0.067652,0.023055,0.022772,0.021042,0.015453,1
725.34,1430.0,2157.0,44.955,2881.8,170.62,1132.2,0.057394,0.17874,0.094836,0.57421,0.044768,0.18003,0.63015,0.055083,0.15266,0.089,0.094842,0.022692,0.040039,0.18657,0.97617,0.63332,0.27791,0.05164,0.045834,0.031945,0.036427,0.019071,0.075593,0.088545,0.021766,0.026233,4
1343.0,685.74,84.26,2749.8,1983.8,2065.5,980.47,0.20552,0.4927,0.34295,0.34369,0.12463,0.96979,0.33147,0.12407,0.55599,0.11159,0.047206,0.096499,0.33227,1.0984,0.56176,0.32121,0.17403,0.073953,0.068093,0.084806,0.065265,0.077686,0.065744,0.033987,0.035948,0.034652,1
732.36,1462.2,2186.1,2892.7,46.121,3618.3,1339.9,0.067744,0.19019,0.15671,0.51569,0.042331,0.19552,0.76581,0.11731,0.099131,0.2827,0.15784,0.028451,0.050267,0.1915,0.88519,0.77417,0.36576,0.11051,0.050739,0.041543,0.099225,0.021926,0.082004,0.15397,0.031464,0.036913,1
175.75,2150.3,1037.9,1199.7,4266.9,3186.4,1514.1,0.27416,0.19214,0.23546,0.23237,0.11275,0.12462,0.099046,0.049907,0.049724,0.098888,0.15997,0.051058,0.034682,0.041289,0.11251,0.03809,0.028002,0.022618,0.026079,0.032238,0.037966,0.087207,0.19666,0.15944,0.075273,0.043635,3
347.56,767.82,127.35,1933.9,1546.5,2329.7,893.9,0.73956,0.59681,0.62894,0.53922,0.2939,0.37632,0.72247,0.4952,0.33448,0.28492,0.16927,0.18902,0.2188,0.18009,0.18801,0.39087,0.36005,0.20156,0.1604,0.15812,0.16059,0.119,0.11506,0.098308,0.12324,0.13588,0
1207.6,609.76,1432.8,2404.4,3613.3,1807.2,1052.9,0.057684,0.23779,0.27862,0.11252,0.28645,0.22918,0.17601,0.20182,0.097769,0.079162,0.045817,0.32327,0.43311,0.21813,0.32023,0.16155,0.076554,0.024937,0.062425,0.037138,0.029194,0.038036,0.029069,0.031654,0.041257,0.22029,4
175.75,2150.3,1037.9,1199.7,4266.9,3186.4,1514.1,0.27416,0.19214,0.23546,0.23237,0.11275,0.12462,0.099046,0.049907,0.049724,0.098888,0.15997,0.051058,0.034682,0.041289,0.11251,0.03809,0.028002,0.022618,0.026079,0.032238,0.037966,0.087207,0.19666,0.15944,0.075273,0.043635,3
